Issue ID,Description,State,Severity,Story Points,Project Path,Location Kind,Path,Line,Column,Incident ID,Help Link,Assembly Name,Assembly Version,Assembly Public Key,Snippet
Project.0001,Project file needs to be converted to SDK-style,Active,Mandatory,1,AsmSpyPlus\AsmSpyPlus.csproj,File,AsmSpyPlus\AsmSpyPlus.csproj,,,,,,,,
Project.0002,Project's target framework(s) needs to be changed,Active,Mandatory,1,AsmSpyPlus\AsmSpyPlus.csproj,File,AsmSpyPlus\AsmSpyPlus.csproj,,,,,,,,"Current target framework: .NETFramework,Version=v4.8 Recommended target framework: net10.0-windows"
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,AsmSpyPlus\AsmSpyPlus.csproj,File,AsmSpyPlus\obj\Debug\GeneratedInternalTypeHelper.g.cs,19,76,M:System.Windows.Markup.InternalTypeHelper.#ctor,,,,,InternalTypeHelper
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,AsmSpyPlus\AsmSpyPlus.csproj,File,AsmSpyPlus\obj\Debug\GeneratedInternalTypeHelper.g.cs,19,76,T:System.Windows.Markup.InternalTypeHelper,,,,,InternalTypeHelper
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,AsmSpyPlus\AsmSpyPlus.csproj,File,AsmSpyPlus\Behavior\DataGridBehavior.cs,41,2,T:System.Windows.Controls.DataGridAutoGeneratingColumnEventArgs,,,,,"private static void DataGridOnAutoGeneratingColumn(object sender, DataGridAutoGeneratingColumnEventArgs e)"
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,AsmSpyPlus\AsmSpyPlus.csproj,File,AsmSpyPlus\Behavior\DataGridBehavior.cs,54,7,P:System.Windows.Controls.DataGridAutoGeneratingColumnEventArgs.Cancel,,,,,e.Cancel = true;
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,AsmSpyPlus\AsmSpyPlus.csproj,File,AsmSpyPlus\Behavior\DataGridBehavior.cs,43,3,P:System.Windows.Controls.DataGridAutoGeneratingColumnEventArgs.PropertyDescriptor,,,,,var propDesc = e.PropertyDescriptor as PropertyDescriptor;
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,AsmSpyPlus\AsmSpyPlus.csproj,File,AsmSpyPlus\Behavior\DataGridBehavior.cs,25,2,T:System.Windows.DependencyPropertyChangedEventArgs,,,,,"private static void UseBrowsableAttributeOnColumnChanged(DependencyObject obj, DependencyPropertyChangedEventArgs e)"
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,AsmSpyPlus\AsmSpyPlus.csproj,File,AsmSpyPlus\Behavior\DataGridBehavior.cs,25,2,T:System.Windows.DependencyObject,,,,,"private static void UseBrowsableAttributeOnColumnChanged(DependencyObject obj, DependencyPropertyChangedEventArgs e)"
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,AsmSpyPlus\AsmSpyPlus.csproj,File,AsmSpyPlus\Behavior\DataGridBehavior.cs,36,5,E:System.Windows.Controls.DataGrid.AutoGeneratingColumn,,,,,dataGrid.AutoGeneratingColumn -= DataGridOnAutoGeneratingColumn;
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,AsmSpyPlus\AsmSpyPlus.csproj,File,AsmSpyPlus\Behavior\DataGridBehavior.cs,32,5,E:System.Windows.Controls.DataGrid.AutoGeneratingColumn,,,,,dataGrid.AutoGeneratingColumn += DataGridOnAutoGeneratingColumn;
